customer_id,first_name,last_name,gender,date_of_birth,city,state,join_date,income,credit_score
133,Joshua,Martinez,M,9/7/1999,Los Angeles,NY,9/2/2016,103800.48,417
134,Jane,Brown,F,10/10/1980,Cleveland,PA,4/26/2015,62292.35,784
135,Laura,Rodriguez,M,2/10/1950,New York,GA,2/24/2024,58835.83,767
136,James,Garcia,F,12/15/1965,Detroit,GA,3/22/2016,66358.51,460
137,Sarah,Johnson,M,8/12/1972,Houston,NC,10/23/2018,68360.96,569
138,Amanda,Taylor,F,7/24/1997,Charlotte,OH,2/7/2024,91816.45,355
139,Amanda,Jones,F,8/28/1990,New York,TX,9/2/2018,54525.5,527
140,Rachel,Garcia,F,6/11/1994,Houston,GA,2/19/2016,100761.31,448
141,Matthew,Lopez,F,5/15/1971,Atlanta,OH,9/2/2023,53984.85,345
142,Robert,Martinez,M,8/13/2003,Detroit,GA,12/14/2019,44711.5,443
143,John,Garcia,F,9/18/1964,Philadelphia,NY,1/18/2023,80475.54,639
144,John,Davis,M,11/29/1956,Philadelphia,OH,11/13/2017,94611.21,712
145,Rachel,Johnson,M,5/27/1975,Detroit,MI,6/3/2022,73573.11,819
146,James,Lopez,M,8/24/2001,Cleveland,NC,2/17/2020,78701.69,643
147,Daniel,Gonzalez,F,1/24/1977,Cleveland,NY,12/9/2017,109085.94,686
148,Michael,Miller,M,2/18/1952,Philadelphia,MI,10/13/2024,94893.06,772
149,Robert,Martinez,M,2/1/1954,Miami,PA,12/18/2016,70618.51,574
150,Sarah,Gonzalez,M,8/31/1996,Charlotte,TX,10/9/2024,61377.06,652
151,Jessica,Taylor,F,7/20/1998,Philadelphia,TX,9/20/2018,91901.18,365
152,Daniel,Wilson,F,4/12/1987,Miami,IL,8/17/2023,86585.68,378
153,David,Johnson,M,3/21/1983,New York,IL,5/25/2019,78371.53,501
154,John,Hernandez,F,11/13/1977,Miami,OH,6/26/2023,63459.73,412
155,Joshua,Smith,F,7/1/1971,New York,TX,5/7/2021,68472.21,390
156,Laura,Jackson,M,8/6/1994,Houston,OH,7/15/2016,67049.61,440
157,Amanda,Brown,M,8/5/1969,Chicago,IL,10/22/2022,63792.62,588
158,Andrew,Jackson,F,8/7/1955,Houston,PA,4/13/2021,57977.04,710
159,Daniel,Hernandez,M,3/5/1970,Philadelphia,GA,1/22/2016,75303.97,676
160,Rachel,Davis,F,6/26/2004,New York,MI,12/2/2016,57073.69,683
161,Christopher,Hernandez,F,5/2/1987,Philadelphia,FL,2/19/2022,73547.58,451
162,Christopher,Brown,F,2/7/1975,Detroit,OH,8/30/2017,28002.54,618
163,Rachel,Taylor,F,11/6/1996,Charlotte,PA,10/16/2018,58002.52,668
164,Amanda,Miller,F,1/6/1981,Los Angeles,MI,9/10/2017,91966.58,761
165,Robert,Davis,F,6/20/1986,Philadelphia,TX,2/20/2019,51991.42,311
166,Jane,Williams,M,12/9/1950,Charlotte,GA,12/18/2015,81842.04,455
167,Michael,Johnson,M,12/18/1953,Miami,MI,9/21/2019,53654.32,776
168,Christopher,Anderson,F,1/8/1968,Houston,NC,5/5/2020,85515.71,700
169,David,Jones,F,6/13/1982,Miami,IL,7/3/2018,64057.82,476
170,Christopher,Smith,F,4/19/1967,Los Angeles,MI,1/7/2024,63267.07,640
171,Christopher,Brown,M,4/19/1996,New York,FL,3/22/2020,71087.03,356
172,Christopher,Anderson,F,8/15/1977,Detroit,PA,1/22/2017,43131.46,747
173,Jane,Martin,M,6/12/1985,Charlotte,GA,9/29/2022,89441.82,502
174,Jane,Jackson,F,12/20/1995,Detroit,NY,10/21/2017,96068.67,501
175,David,Williams,F,11/19/1989,Chicago,MI,6/29/2016,62799.37,629
176,John,Martin,M,9/16/1990,Philadelphia,CA,1/9/2019,80484.08,662
177,John,Hernandez,M,9/26/1976,New York,FL,3/20/2015,85578.21,753
178,Joshua,Taylor,F,2/18/1984,Chicago,FL,6/13/2018,68174.85,655
179,Jane,Gonzalez,F,11/30/1999,Atlanta,CA,7/9/2021,47835.06,515
180,Amanda,Hernandez,F,11/27/1998,Philadelphia,NC,6/7/2017,101881.64,322
181,Sarah,Johnson,M,12/27/1978,Miami,NY,5/13/2024,62149.57,454
182,Emily,Rodriguez,M,2/11/1952,Houston,IL,9/5/2023,57817.3,485
183,Matthew,Johnson,M,8/18/1994,Charlotte,PA,1/10/2018,102775.84,548
184,Christopher,Rodriguez,M,1/5/1974,Los Angeles,GA,12/24/2021,82201.18,433
185,Sarah,Rodriguez,M,5/16/1980,Los Angeles,PA,6/13/2020,75148.6,620
186,David,Davis,M,10/17/1987,Miami,NY,2/9/2019,50584.79,689
187,Rachel,Taylor,F,7/13/1950,Cleveland,PA,9/13/2022,86056.08,733
188,Jane,Smith,F,7/1/1955,Los Angeles,CA,7/9/2017,127930.37,321
189,Sarah,Hernandez,M,2/7/1998,Charlotte,FL,7/3/2016,87610.15,424
190,Matthew,Davis,F,5/31/2001,Miami,PA,8/23/2020,79921.77,378
191,Jennifer,Martinez,F,8/21/1980,New York,OH,1/27/2016,84421.86,350
192,Jennifer,Miller,M,5/3/1977,Los Angeles,MI,5/11/2024,63437.69,475
193,John,Williams,F,6/21/1975,Detroit,NY,6/15/2021,63246.99,552
194,Daniel,Williams,M,5/5/1970,Miami,NC,8/30/2021,62991.09,545
195,Sarah,Moore,M,3/11/1956,Charlotte,OH,12/25/2023,58501,405
196,Jennifer,Jones,F,5/22/1968,Detroit,CA,10/12/2018,62951.1,492
197,Michael,Lopez,M,6/5/1974,Philadelphia,TX,8/31/2017,62857.86,615
198,Rachel,Lopez,M,12/27/1961,Philadelphia,CA,12/18/2024,65106.31,601
199,Emily,Jackson,M,5/26/1971,Los Angeles,NC,9/1/2023,64546.44,847
200,Joshua,Garcia,M,9/22/1987,Detroit,NC,8/31/2023,74860.24,567
201,Michael,Johnson,M,4/22/2004,Houston,OH,12/6/2015,71575.86,469
202,Joshua,Lopez,M,11/6/1984,Philadelphia,MI,3/29/2022,73347.25,850
203,Rachel,Jackson,M,4/16/1978,Houston,NY,8/17/2024,100445.95,754
204,Robert,Jones,M,12/6/1976,New York,IL,1/26/2017,71534.68,591
205,Rachel,Lopez,F,9/1/1957,Miami,FL,11/11/2017,114217.82,440
206,Daniel,Taylor,F,10/25/1972,Chicago,OH,5/27/2021,77053.79,445
207,John,Taylor,F,10/24/1964,Charlotte,NC,9/26/2024,61054.81,724
208,Jessica,Martinez,M,11/4/1998,Miami,TX,6/11/2021,96991.66,613
209,Robert,Taylor,M,11/26/1965,Charlotte,GA,5/5/2022,68409.45,483
210,Megan,Anderson,F,8/10/1968,Detroit,NC,10/5/2023,22126.32,427
211,Jessica,Lopez,F,3/3/1978,New York,MI,4/26/2022,69919.94,586
212,John,Thomas,F,6/27/1998,Atlanta,MI,7/27/2017,65016.48,552
213,Matthew,Jackson,M,1/12/1998,Los Angeles,NC,2/27/2024,102130.95,685
214,Megan,Davis,F,9/25/1962,Charlotte,MI,4/27/2017,52048.67,529
215,Laura,Taylor,F,8/28/1963,Charlotte,OH,3/17/2016,63346.9,570
216,Michael,Jones,M,8/14/1991,Detroit,NC,12/25/2021,95352.79,714
217,Robert,Thomas,F,11/11/1962,Houston,NC,5/10/2015,77888.17,497
218,Jennifer,Garcia,M,10/16/1995,Miami,NY,10/9/2023,66570.86,622
219,Jennifer,Davis,M,6/25/1960,Atlanta,FL,8/19/2016,54870.29,355
220,Rachel,Moore,M,3/31/2000,Cleveland,TX,5/12/2020,77034.91,502
221,Christopher,Lopez,F,10/13/1996,Los Angeles,MI,2/14/2019,69413.98,437
222,Jane,Anderson,F,7/6/1984,Chicago,NY,5/11/2017,54643.41,721
223,John,Rodriguez,M,1/4/1965,Cleveland,IL,6/23/2024,55683.07,356
224,Jennifer,Gonzalez,F,10/15/1999,Miami,IL,3/25/2022,53710.56,370
225,Amanda,Anderson,F,12/16/1964,Los Angeles,PA,9/25/2017,50148.89,671
226,David,Martinez,F,12/13/1987,Charlotte,OH,6/30/2021,88680.68,813
227,David,Thomas,F,6/14/1963,Chicago,OH,8/7/2023,85987.87,383
228,Daniel,Miller,M,9/23/1962,Houston,CA,10/31/2021,88713.49,342
229,Daniel,Taylor,F,5/5/1952,Atlanta,TX,4/1/2019,70089.99,432
230,Michael,Miller,M,11/6/1957,Houston,NC,11/6/2022,65147.42,694
231,Joshua,Wilson,M,5/27/1982,New York,MI,6/29/2019,65512.36,364
232,Jennifer,Anderson,F,8/12/1994,Detroit,TX,11/11/2023,90422.03,589
233,Jennifer,Miller,M,5/11/1995,Los Angeles,PA,2/20/2019,33597.04,675
234,Michael,Rodriguez,F,7/10/1958,Houston,CA,10/3/2019,59710.28,766
235,Rachel,Jackson,F,4/20/1962,Cleveland,NY,7/19/2022,52253.09,512
236,John,Thomas,M,5/20/1991,Detroit,TX,12/20/2018,97197.75,447
237,Rachel,Davis,M,2/26/1954,Houston,NY,2/1/2020,60450.85,770
238,Matthew,Moore,M,11/9/1993,Philadelphia,IL,9/22/2015,37280.22,448
239,Christopher,Moore,M,7/28/1998,New York,MI,4/13/2022,74468.47,387
240,Jessica,Martin,F,4/19/1981,Miami,PA,5/6/2024,62597.72,623
241,Emily,Miller,F,6/24/1972,Atlanta,NC,11/19/2022,58861.42,695
242,Sarah,Williams,F,9/30/1981,New York,MI,3/3/2024,56799.36,703
243,Jessica,Moore,M,3/29/1985,Detroit,FL,6/14/2022,56010.3,381
244,Rachel,Martinez,M,11/21/1984,Philadelphia,OH,1/2/2019,84171.21,585
245,Michael,Miller,M,7/13/1975,Los Angeles,PA,6/6/2015,74475.75,681
246,Jennifer,Taylor,F,7/28/1981,Cleveland,TX,12/16/2018,66040.68,569
247,Michael,Wilson,M,1/15/1968,Atlanta,MI,4/17/2021,48035.22,591
248,Megan,Williams,F,1/25/1959,Atlanta,GA,1/4/2023,66622.13,752
249,Ashley,Lopez,M,9/14/1952,New York,OH,6/21/2019,75212.56,323
250,Megan,Gonzalez,F,2/4/1959,Detroit,OH,1/21/2022,75973.09,610
251,Jane,Johnson,F,4/17/1993,Los Angeles,GA,7/2/2021,73217.69,760
252,Michael,Williams,M,8/21/1962,Charlotte,CA,3/28/2023,51548.15,507
253,Jennifer,Jones,M,6/21/1992,Philadelphia,CA,6/13/2017,21936.47,737
254,Daniel,Hernandez,F,12/29/1985,Charlotte,GA,11/14/2020,105992.38,837
255,Emily,Davis,F,5/21/1987,Cleveland,FL,5/27/2016,43807.26,635
256,John,Lopez,M,5/11/1958,Los Angeles,IL,8/4/2015,30700.84,721
257,Emily,Miller,M,12/28/1951,Los Angeles,GA,10/9/2023,72610.31,620
258,John,Anderson,F,4/18/1960,Philadelphia,IL,2/14/2024,35829.63,796
259,Ashley,Taylor,M,2/19/1955,Chicago,MI,12/12/2020,53904.03,462
260,Jennifer,Brown,F,3/31/1988,Charlotte,FL,8/20/2023,80977.01,840
261,Rachel,Gonzalez,F,1/16/1961,Houston,PA,3/8/2024,105453.75,464
262,Jessica,Moore,M,11/26/1964,Atlanta,IL,9/3/2019,77750.24,594
263,Robert,Smith,M,7/26/1997,Chicago,OH,10/7/2020,61216.81,341
264,Michael,Thomas,M,4/2/1960,Houston,MI,4/17/2019,68971.61,584
265,Christopher,Gonzalez,M,6/25/1996,Detroit,OH,1/17/2021,33828.28,686
266,John,Martinez,M,11/10/1954,Philadelphia,FL,5/20/2021,60984.96,437
267,Jennifer,Lopez,F,3/1/1979,Detroit,IL,11/23/2020,61004.37,486
268,Amanda,Johnson,F,7/24/1952,Atlanta,NY,2/2/2018,73066.57,730
269,Joshua,Williams,M,9/4/1986,Miami,FL,8/11/2024,108843.79,715
270,Ashley,Martinez,M,6/5/1960,Houston,FL,8/16/2015,31264.09,725
271,Sarah,Johnson,M,10/7/1995,Chicago,NY,6/23/2021,61846.45,715
272,Sarah,Gonzalez,F,11/15/1981,Houston,MI,1/27/2019,33329.81,325
273,James,Gonzalez,M,4/4/2002,Houston,IL,3/12/2017,59932.72,670
274,Joshua,Moore,M,5/12/1989,Philadelphia,IL,6/11/2019,52707.96,684
275,Jessica,Williams,F,2/15/1966,Detroit,OH,3/20/2020,40113.07,355
276,Jane,Miller,F,11/3/1963,Charlotte,FL,12/31/2022,88261.84,552
277,John,Wilson,M,8/4/1960,Miami,FL,4/16/2016,75112.95,405
278,Andrew,Martin,M,5/30/1995,Philadelphia,NC,12/15/2017,85917.11,429
279,John,Taylor,M,9/11/2001,Cleveland,PA,4/26/2022,59366.92,675
280,David,Lopez,F,1/17/1955,Philadelphia,FL,8/22/2020,68585.67,607
281,Jennifer,Thomas,M,7/16/1977,Atlanta,TX,8/12/2024,101892.81,390
282,Joshua,Lopez,M,12/2/1974,Miami,PA,11/7/2017,69945.6,692
283,Emily,Anderson,M,3/20/1984,Los Angeles,TX,7/4/2022,86159.13,833
284,Michael,Martinez,F,10/3/1962,Cleveland,IL,4/9/2023,57650.87,409
285,Christopher,Miller,F,2/28/1981,New York,PA,11/30/2020,84320.35,639
286,Christopher,Martin,M,8/28/1970,Philadelphia,FL,8/17/2015,59021.61,655
287,Amanda,Jones,M,2/18/1971,Houston,NY,6/20/2015,32071.55,467
288,Ashley,Smith,F,12/4/1987,Charlotte,OH,10/22/2015,69848.34,751
289,Sarah,Taylor,F,12/19/1996,Los Angeles,TX,7/8/2015,60593.94,404
290,Michael,Williams,F,7/1/2003,Philadelphia,PA,3/1/2016,37504.37,449
291,Daniel,Gonzalez,F,3/31/1982,Philadelphia,FL,9/3/2017,73829.86,445
292,David,Wilson,F,6/17/1954,Chicago,PA,1/7/2018,52129.47,598
293,Christopher,Moore,F,1/22/1951,Chicago,FL,5/29/2022,131852.83,466
294,Ashley,Brown,F,7/7/1966,Los Angeles,FL,7/7/2017,40711.16,347
295,Michael,Moore,F,8/19/1967,Detroit,FL,11/28/2023,45741.5,538
296,John,Jones,F,9/1/1986,Chicago,NC,5/13/2016,87391.02,306
297,Rachel,Thomas,M,8/11/2001,Houston,OH,12/27/2019,67339.56,763
298,John,Smith,M,4/1/1956,Cleveland,NY,9/10/2022,86984.05,752
299,Michael,Wilson,M,1/31/1955,New York,NY,5/15/2017,77607.82,670
300,Megan,Anderson,F,11/26/1992,Miami,PA,4/5/2017,58353.86,848
301,Laura,Rodriguez,M,6/22/1955,New York,PA,2/2/2020,42418.15,786
302,Michael,Anderson,F,12/29/1964,New York,FL,10/19/2020,91421.66,510
303,Jessica,Taylor,F,10/25/1975,Miami,NC,4/14/2021,44231,464
304,Ashley,Brown,M,10/14/1962,Chicago,FL,5/26/2015,81178.12,424
305,Megan,Lopez,F,10/11/1983,Los Angeles,NC,6/30/2019,88379.98,636
306,Andrew,Jones,M,7/31/1975,Miami,FL,8/12/2018,67461.64,491
307,Jane,Jones,M,5/5/1969,Atlanta,TX,3/14/2022,63917.05,513
308,Laura,Hernandez,M,5/22/1970,Detroit,TX,4/14/2016,50325.48,627
309,Jane,Garcia,F,10/11/1998,Cleveland,IL,10/17/2024,79254.85,680
310,Christopher,Miller,M,5/26/1965,Charlotte,FL,7/12/2015,9081.42,538
311,Jessica,Wilson,F,6/6/1970,Chicago,OH,12/27/2017,84314.53,831
312,John,Hernandez,M,12/25/1954,Detroit,IL,12/16/2021,72389.53,381
313,Daniel,Gonzalez,M,10/17/1978,Miami,PA,2/21/2015,65543.69,662
314,Matthew,Johnson,M,8/24/1987,Atlanta,MI,1/8/2023,74846.05,804
315,Jennifer,Miller,F,12/14/1997,Charlotte,FL,8/7/2021,42528.87,501
316,Robert,Martin,F,4/12/1957,Cleveland,TX,12/26/2019,21740.15,803
317,Laura,Brown,F,8/2/1959,Cleveland,MI,2/12/2023,79371.5,336
318,Michael,Davis,M,10/22/1955,Chicago,NC,11/26/2021,96330.92,701
319,Megan,Martin,M,1/3/1961,Miami,MI,2/13/2020,35211.96,475
320,James,Jackson,F,12/18/1977,Detroit,OH,1/12/2022,48950.4,844
321,Robert,Gonzalez,F,12/4/1958,Los Angeles,FL,11/22/2019,85046.5,766
322,Emily,Wilson,F,8/8/1977,Detroit,NY,12/25/2018,77177.8,500
323,James,Martinez,F,12/29/1954,Detroit,MI,2/11/2020,129262.17,839
324,Rachel,Hernandez,F,11/23/1998,Cleveland,NY,3/23/2024,91513.15,846
325,John,Johnson,F,12/30/2000,Los Angeles,NC,8/7/2024,86708.49,693
326,Jessica,Rodriguez,M,11/15/1986,Los Angeles,IL,7/1/2022,54724.23,341
327,Ashley,Taylor,F,9/27/2003,Chicago,NY,12/14/2023,80496.12,692
328,Jennifer,Williams,M,2/20/1969,Charlotte,IL,10/5/2023,99908.27,740
